LSTM_R2,LSTM_RMSE,Ensemble_R2,Ensemble_RMSE,Ensemble_MAE,Direction_Accuracy,Sentiment_Correlation,GBR_R2,GBR_RMSE
0.8428,0.07812,0.1490841877156256,336.50552238520686,267.4379801664887,98.7551867219917,0.0409811749356123,0.12634723185304053,340.9716941513442
